date,tmax,tmin,tmean,Prec,Q
#,°C,°C,°C,mm/day,m³/s
12.01.1987,-10.3,-16.5,-13.4,0.8,30
13.01.1987,-10.2,-18.4,-14.3,0.1,28.9
14.01.1987,-12.4,-19.8,-16.1,0.8,29.1
15.01.1987,-10.2,-18.3,-14.25,8.4,27.9
16.01.1987,-10.2,-12.1,-11.15,0.2,25.2
17.01.1987,-6.8,-10.6,-8.7,0,25.4
18.01.1987,-7.3,-9.4,-8.35,0,25.4
19.01.1987,-4.4,-9.1,-6.75,0,25.3
20.01.1987,-7,-11.8,-9.4,0,24.1
21.01.1987,-7.4,-11.7,-9.55,0.1,23.1
22.01.1987,-1.7,-7.7,-4.7,0.6,22.8
23.01.1987,1,-2.1,-0.55,2.2,22
24.01.1987,2.7,0.7,1.7,0.3,22.1
25.01.1987,1.7,0.4,1.05,0.9,22
26.01.1987,1.8,-1.5,0.15,3.8,21
27.01.1987,0.2,-8.9,-4.35,0.9,21.2
28.01.1987,0.8,-8.9,-4.05,2.5,20.2
29.01.1987,-1.1,-13.2,-7.15,0,18.6
30.01.1987,-8.2,-21.3,-14.75,0,19.7
31.01.1987,-6.4,-20.3,-13.35,0,35.4
01.02.1987,-3.9,-18.4,-11.15,0,14.7
02.02.1987,-1.9,-17,-9.45,0,15.5
03.02.1987,-0.2,-13,-6.6,0,15.5
04.02.1987,0.5,-6.6,-3.05,0,15.7
05.02.1987,2.7,0.1,1.4,0.1,15.9
06.02.1987,4.7,1.3,3,2.8,16.5
07.02.1987,5.4,0.2,2.8,0.4,26.5
08.02.1987,5.7,-3.6,1.05,2.9,45.5
09.02.1987,7.5,2.7,5.1,2.1,53.9
10.02.1987,7.8,1.3,4.55,4.2,106
11.02.1987,6.7,-0.1,3.3,0.2,129
12.02.1987,4.2,-1.1,1.55,3.7,118
13.02.1987,4.1,-0.4,1.85,1.1,73.8
14.02.1987,3.2,-0.9,1.15,0.8,71
15.02.1987,2.7,0.1,1.4,2.7,57.5
16.02.1987,0.4,-1.1,-0.35,1.2,49.3
17.02.1987,-0.4,-2.1,-1.25,1.5,43.7
18.02.1987,-0.3,-2.7,-1.5,2.4,39.2
19.02.1987,0.1,-6.9,-3.4,0.4,35.7
20.02.1987,0.7,-1.9,-0.6,4.5,32.5
21.02.1987,0.7,-3.1,-1.2,0.6,30.2
22.02.1987,2.2,-2.2,0,0.6,28.6
23.02.1987,2.2,-5.1,-1.45,0.1,28.2
24.02.1987,2.3,-10.5,-4.1,0,26.4
25.02.1987,2.7,-9.9,-3.6,0,23.9
26.02.1987,3.4,-7.7,-2.15,4.4,22.9
27.02.1987,6.5,-2,2.25,10.9,24.1
28.02.1987,6.2,3.5,4.85,8.2,61.8
01.03.1987,5.6,-0.8,2.4,10.1,133
02.03.1987,-0.5,-5.6,-3.05,18.8,161
03.03.1987,-3.7,-13.6,-8.65,0,139
04.03.1987,-2.8,-16.9,-9.85,0,178
05.03.1987,-1.3,-15.1,-8.2,0,118
06.03.1987,0.6,-12.1,-5.75,0,66.4
07.03.1987,-1.6,-13.3,-7.45,0,54.9
08.03.1987,-0.8,-10.7,-5.75,0,46.9
09.03.1987,0.6,-6.1,-2.75,0,41.6
10.03.1987,3.6,-9.7,-3.05,0,37.4
11.03.1987,3.4,-9.6,-3.1,0,34.4
12.03.1987,2.5,-9.9,-3.7,0,31.9
13.03.1987,2.4,-11,-4.3,0,29.9
14.03.1987,3.7,-9.1,-2.7,0,28.2
15.03.1987,3.2,-9.9,-3.35,2.5,27
16.03.1987,1.3,-1.1,0.1,1.8,26.6
17.03.1987,2.2,-1.9,0.15,5.4,26.2
18.03.1987,5.3,1.9,3.6,3.1,30
19.03.1987,2.8,-1.3,0.75,7.2,49.9
20.03.1987,3.6,-3.2,0.2,0.6,39.8
21.03.1987,4.5,-0.8,1.85,1.8,35
22.03.1987,6.3,-1.3,2.5,2,35.9
23.03.1987,6.3,-2.9,1.7,16.2,39.7
24.03.1987,9.6,4.9,7.25,6.7,109
25.03.1987,10.1,4.2,7.15,7.6,183
26.03.1987,11.7,2.3,7,0.1,250
27.03.1987,11.7,-0.4,5.65,3.2,215
28.03.1987,11.8,4.8,8.3,2.9,178
29.03.1987,8.3,2.5,5.4,0.4,141
30.03.1987,6.6,-0.8,2.9,0.6,111
31.03.1987,7,1.5,4.25,0,80.3
01.04.1987,9.6,-2.8,3.4,1.2,67
02.04.1987,6.9,-0.6,3.15,0.1,61.3
03.04.1987,15.5,2.2,8.85,0,56.4
04.04.1987,11.2,4.5,7.85,0.4,51.1
05.04.1987,14.5,6,10.25,0.1,47.8
06.04.1987,13.5,0.8,7.15,2,44
07.04.1987,19.2,1.4,10.3,0.4,41.5
08.04.1987,16.8,9.1,12.95,0.2,39.8
09.04.1987,15.2,3.1,9.15,1.1,37
10.04.1987,12.4,6.3,9.35,1.3,35.1
11.04.1987,11.9,-0.6,5.65,7.2,34.2
12.04.1987,7.6,0.7,4.15,4.7,35.2
13.04.1987,9.7,0.8,5.25,0,40.2
14.04.1987,13.8,-1.7,6.05,0,38.3
15.04.1987,13.2,5.4,9.3,0,33.2
16.04.1987,11.2,4.4,7.8,0.1,30.2
17.04.1987,17.1,5.4,11.25,0,28.6
18.04.1987,18.7,3.3,11,0.2,27.3
19.04.1987,20.6,4.4,12.5,4.9,26.2
20.04.1987,14.8,8.4,11.6,2.8,28.9
21.04.1987,11.4,5.9,8.65,0.3,26.7
22.04.1987,15.7,1.4,8.55,0,25.8
23.04.1987,18.8,1.6,10.2,0,24.5
24.04.1987,22.7,2.4,12.55,0,23.4
25.04.1987,21.9,4.4,13.15,0,22.8
26.04.1987,18.9,6.1,12.5,0,22.2
27.04.1987,16.2,4,10.1,0,21.6
28.04.1987,20.9,1.6,11.25,0,21.1
29.04.1987,25.5,2.9,14.2,0,20.8
30.04.1987,23,7.1,15.05,0.8,20.6
01.05.1987,18.2,9.4,13.8,0,20.6
02.05.1987,21.6,8.6,15.1,0.5,20.2
03.05.1987,13.9,4.4,9.15,18,20.7
04.05.1987,7.1,3.7,5.4,1.6,25.3
05.05.1987,11.4,6.9,9.15,0.3,25.9
06.05.1987,9.7,6.6,8.15,0.1,21.8
07.05.1987,14.3,4.8,9.55,0,19.6
08.05.1987,14.1,1,7.55,0,18.8
09.05.1987,21.5,1.4,11.45,0,18.2
10.05.1987,20.1,3.6,11.85,5.3,19.2
11.05.1987,12.8,0.9,6.85,0.2,19.6
12.05.1987,11.5,8.2,9.85,17.9,18.9
13.05.1987,11.6,4.6,8.1,0.8,25.5
14.05.1987,12,1.6,6.8,8.9,30.7
15.05.1987,13,6,9.5,2.3,23.7
16.05.1987,12.2,5.2,8.7,0.7,30.4
17.05.1987,14,2.8,8.4,0,25.9
18.05.1987,15.8,2.5,9.15,0.1,22
19.05.1987,17.6,3.9,10.75,0.1,20.7
20.05.1987,12.3,4.4,8.35,3.7,19.5
21.05.1987,11,3.5,7.25,8.7,20
22.05.1987,11.3,6,8.65,8.6,21.6
23.05.1987,15.3,7.2,11.25,0.1,27.5
24.05.1987,19.3,5.9,12.6,0.1,26.6
25.05.1987,21.1,6,13.55,0,22.9
26.05.1987,22,4.6,13.3,0,20.7
27.05.1987,19.3,7,13.15,5.5,19.4
28.05.1987,15.5,8.9,12.2,0.2,19.8
29.05.1987,11.5,6.3,8.9,5.5,21.4
30.05.1987,12.2,6.4,9.3,3.6,21.3
31.05.1987,15.5,10.5,13,11.6,22.5
01.06.1987,18.8,10.3,14.55,1.4,29.5
02.06.1987,14.3,10.9,12.6,6.9,29.9
03.06.1987,16.8,10.5,13.65,9.3,29.6
04.06.1987,16.5,11,13.75,1.5,51.8
05.06.1987,16.2,10.1,13.15,1.1,41.3
06.06.1987,18.5,7.6,13.05,3.5,34.7
07.06.1987,19.1,12.5,15.8,2.9,31.2
08.06.1987,16.7,11.1,13.9,0.3,29
09.06.1987,16.2,6.6,11.4,0.6,27.7
10.06.1987,18,5,11.5,0.3,24.8
11.06.1987,20.5,6,13.25,2.7,23.4
12.06.1987,14.5,10.3,12.4,4,22.7
13.06.1987,15,9.9,12.45,16.8,29.8
14.06.1987,18,11.8,14.9,1.7,44.8
15.06.1987,13.3,9,11.15,17.4,40.2
16.06.1987,13,7.1,10.05,1,62.8
17.06.1987,12.4,4.8,8.6,6.5,60.9
18.06.1987,11.4,8.3,9.85,1.8,49.5
19.06.1987,15,4.7,9.85,4.8,47
20.06.1987,18,10.4,14.2,5.4,44.3
21.06.1987,17.4,9.8,13.6,0,50.1
22.06.1987,18.1,6.4,12.25,9.1,46.9
23.06.1987,16.5,12.9,14.7,2.5,39.3
24.06.1987,17.4,9,13.2,11,46.8
25.06.1987,17.1,10.4,13.75,1.7,55
26.06.1987,19.4,11.5,15.45,1.6,66.4
27.06.1987,22.1,12.6,17.35,0.4,46.9
28.06.1987,24.6,16.3,20.45,0.4,39.1
29.06.1987,29.5,14.8,22.15,0,34.2
30.06.1987,30.6,15.7,23.15,0.1,31.1
01.07.1987,24.2,15.6,19.9,0,28.3
02.07.1987,21.6,13.5,17.55,0,26.4
03.07.1987,23.6,13.5,18.55,0.6,24.5
04.07.1987,23.8,12.6,18.2,0,23.2
05.07.1987,24,8.8,16.4,0,22.1
06.07.1987,26.2,9.8,18,0,21
07.07.1987,28.3,11.1,19.7,5.3,20.4
08.07.1987,19,16.2,17.6,6.5,20.8
09.07.1987,20,10.8,15.4,0,23.9
10.07.1987,20.1,6.4,13.25,0,21.7
11.07.1987,25.7,12.5,19.1,0,18.9
12.07.1987,22.6,14.6,18.6,0,17.9
13.07.1987,19.9,8.9,14.4,0,17
14.07.1987,24.5,7.3,15.9,0,16.4
15.07.1987,27.5,13.1,20.3,0,16.1
16.07.1987,26.9,14.2,20.55,12,15.7
17.07.1987,23.7,17.7,20.7,3.4,18.3
18.07.1987,19.8,14.6,17.2,6.9,20.9
19.07.1987,21.5,13.4,17.45,0.6,19.9
20.07.1987,19.9,12.9,16.4,5.3,19.4
21.07.1987,20.5,13.1,16.8,2.2,17.2
22.07.1987,21.3,11.9,16.6,5.6,17.5
23.07.1987,22,14,18,0.5,18.9
24.07.1987,20.3,10.9,15.6,1.6,17.3
25.07.1987,18.9,10.4,14.65,1.5,16
26.07.1987,15,6.9,10.95,1.4,15.2
27.07.1987,16.8,8.9,12.85,11.5,15.9
28.07.1987,16.3,11.1,13.7,1.6,18.2
29.07.1987,16,11.2,13.6,5.1,18.5
30.07.1987,19,13.5,16.25,13.8,18.4
31.07.1987,16.2,12.2,14.2,2,36.1
01.08.1987,18.5,13.9,16.2,5,31.8
02.08.1987,16.5,11.9,14.2,3,26.1
03.08.1987,16.1,9.8,12.95,7.8,24.4
04.08.1987,18.2,7.4,12.8,3,24.5
05.08.1987,16,8.8,12.4,2.7,33.3
06.08.1987,15.1,8.2,11.65,0.3,26.4
07.08.1987,18.5,2.9,10.7,0.2,22.9
08.08.1987,20.8,7.9,14.35,0.3,19.6
09.08.1987,15.3,12.3,13.8,7.8,18.8
10.08.1987,17.2,11.3,14.25,0.5,20
11.08.1987,19.5,7.7,13.6,0,18.8
12.08.1987,20.2,10.2,15.2,0.1,17.2
13.08.1987,20.5,10.2,15.35,4.5,16.3
14.08.1987,23.6,15.1,19.35,0.2,17.2
15.08.1987,18.9,12.4,15.65,0,16.6
16.08.1987,17,10.5,13.75,0,15.2
17.08.1987,27.3,11.6,19.45,0.1,14.7
18.08.1987,19.6,15.3,17.45,19.2,24.7
19.08.1987,21.6,16.1,18.85,2,29.5
20.08.1987,23.5,15.2,19.35,0,23
21.08.1987,27.2,12.4,19.8,0,18.4
22.08.1987,28.4,12.6,20.5,1.2,16.9
23.08.1987,22,15.4,18.7,6.3,16.2
24.08.1987,24.7,15.8,20.25,1.1,17.5
25.08.1987,19.8,14.9,17.35,1.1,17.8
26.08.1987,18.2,13.3,15.75,2.3,15.7
27.08.1987,19.1,12.5,15.8,3.3,15.2
28.08.1987,17.5,13.4,15.45,1.3,15.8
29.08.1987,18.9,14,16.45,2.1,16.2
30.08.1987,20.3,13.2,16.75,0,15.4
31.08.1987,18.5,9.9,14.2,0,15.3
01.09.1987,25,7.3,16.15,1.7,14.7
02.09.1987,24.3,13.9,19.1,0,14.3
03.09.1987,25.1,10.4,17.75,0,14.1
04.09.1987,26.5,12.4,19.45,5.4,13.4
05.09.1987,21.5,14.8,18.15,1.7,13.9
06.09.1987,18.9,11.7,15.3,1,14.1
07.09.1987,20,11.6,15.8,16.3,14.4
08.09.1987,16.8,10.1,13.45,0,16.9
09.09.1987,20,9.5,14.75,0,31.2
10.09.1987,19.1,8.2,13.65,1.3,19.1
11.09.1987,18.5,10.6,14.55,0.6,16.4
12.09.1987,23.2,11.4,17.3,0,15.4
13.09.1987,20.6,18,19.3,0.6,14.6
14.09.1987,20.2,11.5,15.85,5.6,14.6
15.09.1987,17.4,9.6,13.5,0,15.2
16.09.1987,21.2,8.4,14.8,0,15.1
17.09.1987,22.9,9.6,16.25,0.1,13.6
18.09.1987,21.5,16.1,18.8,6,14.6
19.09.1987,18.5,11.9,15.2,0,14.9
20.09.1987,21.6,13.4,17.5,0,16.8
21.09.1987,25.6,11.7,18.65,0,14
22.09.1987,24.9,16,20.45,12,13.5
23.09.1987,19.7,15.2,17.45,14.4,15.8
24.09.1987,16.5,10.3,13.4,6.2,33.7
25.09.1987,16,8.3,12.15,0,40.9
26.09.1987,15.8,6.2,11,0.1,30.8
27.09.1987,12.9,6.1,9.5,0.1,22.8
28.09.1987,12,1.7,6.85,0,19.7
29.09.1987,9.5,3.5,6.5,0.3,17.6
30.09.1987,13,0.8,6.9,0,16.8
01.10.1987,14.6,1.6,8.1,0,15.9
02.10.1987,14.2,2.1,8.15,0,15.1
03.10.1987,13.9,1.2,7.55,0,14.6
04.10.1987,14.1,1.5,7.8,0,14.2
05.10.1987,19.3,6.1,12.7,0,14
06.10.1987,19.9,8.8,14.35,4.1,14
07.10.1987,15,8.8,11.9,1.8,13.9
08.10.1987,14.4,8,11.2,6.4,14.3
09.10.1987,14,5.8,9.9,0,15.4
10.10.1987,20.5,5.1,12.8,0,17.1
11.10.1987,15.3,9.6,12.45,5,14.8
12.10.1987,10.9,5.2,8.05,6.7,15.5
13.10.1987,11.2,5.2,8.2,7.2,17
14.10.1987,12.5,7.5,10,7.1,20.6
15.10.1987,18,8.9,13.45,4.7,25.6
16.10.1987,19.7,12.4,16.05,1.2,34.4
17.10.1987,14,6.2,10.1,0.2,35
18.10.1987,14.4,6,10.2,0,25.5
19.10.1987,15.6,2.2,8.9,0,21.4
20.10.1987,12.6,3.9,8.25,0,19.2
21.10.1987,11.8,7.6,9.7,14.1,18
22.10.1987,11.1,6.8,8.95,8.1,20.8
23.10.1987,9.8,4.3,7.05,5.1,53.3
24.10.1987,9.2,7,8.1,0.5,44.3
25.10.1987,8.7,2.7,5.7,0,34.8
26.10.1987,10.5,1.5,6,0,28.5
27.10.1987,12.6,1.9,7.25,0,24.9
28.10.1987,12.8,4.7,8.75,0.5,22.5
29.10.1987,10.6,6.8,8.7,0.3,21.2
30.10.1987,11.1,4.7,7.9,0,20.2
31.10.1987,13.4,4.6,9,0.1,19.1
01.11.1987,10.6,5.2,7.9,2.7,18.4
02.11.1987,10.6,8.1,9.35,0.7,18.2
03.11.1987,8.9,6.9,7.9,0,18.2
04.11.1987,8.2,0.5,4.35,0,17.7
05.11.1987,4.2,-1.1,1.55,0,16.6
06.11.1987,7.2,4.2,5.7,0,16.1
07.11.1987,6.4,3.4,4.9,0,15.7
08.11.1987,3.4,1.1,2.25,0,15.3
09.11.1987,5.4,1.6,3.5,0,15.4
10.11.1987,4.8,2.9,3.85,4,15.2
11.11.1987,9.9,4.4,7.15,1.7,15.8
12.11.1987,9.8,7.1,8.45,9.8,16.2
13.11.1987,9.8,5.9,7.85,8.9,21.2
14.11.1987,8.5,3.1,5.8,1.9,32.9
15.11.1987,6.6,2.9,4.75,2.8,47.8
16.11.1987,11.2,5.6,8.4,4.4,36.2
17.11.1987,10,7.4,8.7,1.4,34.1
18.11.1987,10.8,6.7,8.75,0.2,33.4
19.11.1987,9.5,7.5,8.5,9,29
20.11.1987,8,4.6,6.3,7.9,30.6
21.11.1987,6.9,4.5,5.7,5.7,48.4
22.11.1987,5.8,4.5,5.15,3.8,54.4
23.11.1987,6.6,4.2,5.4,0,57.3
24.11.1987,4.9,-0.7,2.1,0.1,53.2
25.11.1987,2.5,0.4,1.45,7.9,42.3
26.11.1987,3.5,0.6,2.05,0,42.2
27.11.1987,2.6,1.7,2.15,0,41.8
28.11.1987,4.6,1.2,2.9,0,36.1
29.11.1987,3.8,0.8,2.3,0,32.1
30.11.1987,1.3,-1.5,-0.1,0,29.3
01.12.1987,3.6,-0.5,1.55,0,27.1
02.12.1987,2.5,1.1,1.8,0,25.3
03.12.1987,3,-0.2,1.4,0,24
04.12.1987,1.2,-3.7,-1.25,0,22.9
05.12.1987,1.6,-4.9,-1.65,0,22.5
06.12.1987,-0.9,-3.1,-2,0,21.7
07.12.1987,-0.5,-5.9,-3.2,0.2,21.2
08.12.1987,-4.2,-10.7,-7.45,0,20.5
09.12.1987,-6,-13.8,-9.9,0,18.8
10.12.1987,-0.9,-11.6,-6.25,1,18.3
11.12.1987,3.7,-1,1.35,0.2,18.3
12.12.1987,1.4,-0.3,0.55,0,18.3
13.12.1987,0.5,-3,-1.25,0,18.2
14.12.1987,-2.5,-4.3,-3.4,0.1,17.4
15.12.1987,0.5,-4.6,-2.05,1.1,17.3
16.12.1987,3.2,0.3,1.75,9.8,16.9
17.12.1987,10,2.8,6.4,23.8,22.3
18.12.1987,14.2,7.5,10.85,12.1,65.9
19.12.1987,11,6.3,8.65,6.4,115
20.12.1987,9,6.2,7.6,1.4,140
21.12.1987,9,8,8.5,0.4,139
22.12.1987,9.4,2.9,6.15,0.1,89.6
23.12.1987,4.5,-1,1.75,0,63.5
24.12.1987,2,-3.7,-0.85,0.1,52.5
25.12.1987,1.9,-2.6,-0.35,0.9,46.1
26.12.1987,6.3,1.8,4.05,0.5,41.9
27.12.1987,8,6.2,7.1,0,38.5
28.12.1987,10.5,7.7,9.1,0,36.3
29.12.1987,10.4,7.5,8.95,1.7,33.8
30.12.1987,12,4.3,8.15,0.1,31.9
31.12.1987,11.5,4.8,8.15,0.1,31.3
01.01.1988,8.2,6.9,7.55,3.5,30.4
02.01.1988,12.2,6.9,9.55,8.5,29.1
03.01.1988,8.9,5.8,7.35,4.7,39.8
04.01.1988,8.6,5.4,7,7.3,55.7
05.01.1988,12,5.5,8.75,1.9,67.8
06.01.1988,12.3,7.4,9.85,1.4,71.9
07.01.1988,7.8,3.1,5.45,5.1,55.9
08.01.1988,5.6,1,3.3,0.1,50.6
09.01.1988,6.4,-1.3,2.55,0,50.4
10.01.1988,5.1,0.8,2.95,3,43.4
11.01.1988,6.8,2.6,4.7,2.1,41
12.01.1988,3.6,-1.6,1,0,41.4
13.01.1988,4,-2.5,0.75,0,40
14.01.1988,3,-4.2,-0.6,0,35.9
15.01.1988,4.7,-0.4,2.15,2.4,32.9
16.01.1988,4.5,1.9,3.2,4.3,32.3
17.01.1988,5.2,3.2,4.2,1.1,33.7
18.01.1988,5.5,-0.1,2.7,0.1,34
19.01.1988,3.6,2.5,3.05,0,32.7
20.01.1988,2.7,0.3,1.5,0.1,31.3
21.01.1988,5.4,1.4,3.4,0.1,29.2
22.01.1988,4.4,-0.1,2.15,7.9,28.4
23.01.1988,3.7,-0.1,1.8,3.4,29.9
24.01.1988,6.7,0.5,3.6,11.2,33
25.01.1988,10.6,1.7,6.15,4.5,51.9
26.01.1988,9,6.3,7.65,4,95.6
27.01.1988,7.9,-0.5,3.7,1.4,101
28.01.1988,6.6,-0.7,2.95,2.9,77.4
29.01.1988,10,6.5,8.25,2.6,63.5
30.01.1988,7.5,4.2,5.85,1.6,61.9
31.01.1988,5.1,3.5,4.3,0.5,58.9
01.02.1988,6.8,1.7,4.25,10,51.4
02.02.1988,7.8,5.1,6.45,10.3,57.6
03.02.1988,7.5,2.6,5.05,1.6,85.5
04.02.1988,10,5.5,7.75,3.2,99.5
05.02.1988,7.8,2.8,5.3,4.1,90.2
06.02.1988,10,3,6.5,2.4,80.5
07.02.1988,7.4,-0.8,3.3,4,87.9
08.02.1988,3.4,0.9,2.15,3.3,78.5
09.02.1988,5.6,1.4,3.5,6.7,65
10.02.1988,5.1,1.5,3.3,4.5,72.3
11.02.1988,4.5,0.3,2.4,2.6,94.6
12.02.1988,1.6,-0.7,0.45,9.7,82.8
13.02.1988,5.2,-1.8,1.7,0,78.2
14.02.1988,6.5,-4.5,1,0,68.7
15.02.1988,8.4,-4.9,1.75,0,56.3
16.02.1988,8.2,-5.1,1.55,0.1,49.6
17.02.1988,5,0.7,2.85,1.9,46.5
18.02.1988,4.7,2.2,3.45,2.7,46.1
19.02.1988,5.6,2.8,4.2,4.9,49
20.02.1988,6,-1.5,2.25,0.5,58.9
21.02.1988,4,-2.8,0.6,0.1,61.8
22.02.1988,7.4,1.5,4.45,0.1,52.4
23.02.1988,6,1.5,3.75,4.6,48.1
24.02.1988,2,-0.7,0.65,2.1,48.1
25.02.1988,0.7,-1.1,-0.2,7.5,47.9
26.02.1988,0.3,-1.5,-0.6,1.9,45.1
27.02.1988,0.8,-0.2,0.3,0.8,43.2
28.02.1988,4.4,-1.1,1.65,5.2,41.3
29.02.1988,4.4,-0.5,1.95,3.7,41.2
01.03.1988,1.5,-1.8,-0.15,2.7,41.6
02.03.1988,2.5,-2.5,0,0.7,40
03.03.1988,3,-0.1,1.45,1,37.8
04.03.1988,2.5,0.6,1.55,3.4,36.5
05.03.1988,3.6,-1.6,1,0.4,36.8
06.03.1988,2.7,-1.1,0.8,9.2,36.3
07.03.1988,3.6,-0.5,1.55,2.5,38.5
08.03.1988,2,-3.9,-0.95,0.7,41.6
09.03.1988,4.3,-6.5,-1.1,0.1,38.8
10.03.1988,3.6,-4.5,-0.45,4.1,35.1
11.03.1988,5.6,0.8,3.2,6.3,34.9
12.03.1988,4.6,0.5,2.55,3.9,49.2
13.03.1988,2,-2,0,15,83.9
14.03.1988,3.7,-3.8,-0.05,2.9,76.9
15.03.1988,8.4,-4.5,1.95,8.1,87.2
16.03.1988,9,5,7,3.2,120
17.03.1988,6.4,-0.9,2.75,0.3,190
18.03.1988,5.7,-4.5,0.6,0.1,268
19.03.1988,7.3,-4.8,1.25,0.1,195
20.03.1988,11.5,4.9,8.2,5,122
21.03.1988,11.1,3.9,7.5,6.4,118
22.03.1988,10.7,6.9,8.8,0.6,156
23.03.1988,9.4,1.7,5.55,5.6,170
24.03.1988,8.8,4.3,6.55,3.4,159
25.03.1988,7.3,1.7,4.5,12.3,153
26.03.1988,8.2,3,5.6,9.1,157
27.03.1988,7.3,1.3,4.3,4.1,176
28.03.1988,8.5,2.4,5.45,2.1,199
29.03.1988,8.5,3.9,6.2,1.7,184
30.03.1988,14.8,4.2,9.5,0.1,144
31.03.1988,9.3,5.2,7.25,20.7,117
01.04.1988,5.5,3.5,4.5,2.6,126
02.04.1988,10.8,-0.3,5.25,0.1,161
03.04.1988,13.6,-1.6,6,0,186
04.04.1988,11.2,0.4,5.8,0,121
05.04.1988,9.2,1.3,5.25,0.4,92.7
06.04.1988,16,3.7,9.85,0,80.1
07.04.1988,16.7,4.9,10.8,1.7,73.2
08.04.1988,10,6.4,8.2,5.2,71.4
09.04.1988,6.4,0.4,3.4,2.1,80.2
10.04.1988,8.5,-3.2,2.65,0,73.1
11.04.1988,12.5,-1.4,5.55,0,60.6
12.04.1988,18.1,-1.5,8.3,2.3,53.3
13.04.1988,11.4,2.1,6.75,0.8,50.2
14.04.1988,12,-3.1,4.45,0,46.9
15.04.1988,16.1,-1.5,7.3,0,43
16.04.1988,20.4,-0.6,9.9,0,40.4
17.04.1988,15,7.3,11.15,1,38.4
18.04.1988,21,8.9,14.95,0.5,37.1
19.04.1988,24.5,6.9,15.7,0,35.2
20.04.1988,18,6.3,12.15,2.6,33.9
21.04.1988,16.7,4.4,10.55,0,33.4
22.04.1988,12.6,4.3,8.45,0,32.1
23.04.1988,7.5,-1.3,3.1,0,30.2
24.04.1988,10,-4.6,2.7,0,28.4
25.04.1988,11.5,-3.1,4.2,0,26.7
26.04.1988,12.6,-1.7,5.45,0,23.9
27.04.1988,14.8,0,7.4,3.7,24.1
28.04.1988,11.6,3.9,7.75,10,26.2
29.04.1988,16,5.2,10.6,0.3,30.7
30.04.1988,18.9,7.2,13.05,0,28.8
01.05.1988,21.1,5.7,13.4,0.6,26
02.05.1988,17,8.3,12.65,6.6,24.6
03.05.1988,16.5,8.3,12.4,0.3,25.3
04.05.1988,17.4,6.1,11.75,1.1,27
05.05.1988,19,3.3,11.15,0,25.8
06.05.1988,19,6.4,12.7,0,23.8
07.05.1988,21.9,5.6,13.75,0,22.7
08.05.1988,17.2,10.6,13.9,0,21.9
09.05.1988,22.7,9.9,16.3,0,20.4
10.05.1988,22.2,7.1,14.65,0,19.5
11.05.1988,19.5,7.8,13.65,0,19.2
12.05.1988,24.1,7.5,15.8,0,18.5
13.05.1988,23.8,11.2,17.5,0,18.1
14.05.1988,24.4,8.7,16.55,0,18
15.05.1988,25.2,13.1,19.15,0.2,17.7
16.05.1988,23.1,9.1,16.1,1.4,17.4
17.05.1988,22.4,9.7,16.05,1.5,17.5
18.05.1988,15,8.9,11.95,2.8,18.6
19.05.1988,15.6,7.1,11.35,5.3,18.7
20.05.1988,12.4,6.2,9.3,0.3,19.7
21.05.1988,12,0.4,6.2,0,18.8
22.05.1988,14.5,1,7.75,0,17.6
23.05.1988,19.2,1.1,10.15,0,16.8
24.05.1988,21.7,5.2,13.45,0.1,16.5
25.05.1988,25.5,8.8,17.15,0,16.5
26.05.1988,27,10.4,18.7,0,16.4
27.05.1988,25.5,17.8,21.65,1.9,16.3
28.05.1988,21.4,11.9,16.65,1.4,17
29.05.1988,20.1,11.7,15.9,0.2,18.1
30.05.1988,19.9,6.4,13.15,1.9,17.4
31.05.1988,17,9.3,13.15,3.1,17.9
01.06.1988,17.5,8.9,13.2,3.5,18.9
02.06.1988,17,9.4,13.2,0.8,18.9
03.06.1988,20,12.1,16.05,0.1,18.9
04.06.1988,19,12.6,15.8,0.1,17.4
05.06.1988,16,6.4,11.2,0.3,16.6
06.06.1988,13.6,8.7,11.15,13.3,17
07.06.1988,16.4,9.7,13.05,0.1,19.6
08.06.1988,17.6,9.2,13.4,0.4,18.8
09.06.1988,16.9,12.2,14.55,0,16.3
10.06.1988,22.5,8.9,15.7,0.1,15.4
11.06.1988,18.7,12.2,15.45,0.6,14.8
12.06.1988,18.6,12.1,15.35,0,14.3
13.06.1988,23,5.2,14.1,0,13.9
14.06.1988,25,7.3,16.15,0,13.7
15.06.1988,22.5,9.2,15.85,0,13.3
16.06.1988,19.8,10.5,15.15,0,12.8
17.06.1988,23.4,9.4,16.4,0,12.7
18.06.1988,23.8,8.6,16.2,0,12.3
19.06.1988,16.5,13,14.75,0,12.1
20.06.1988,15.5,11.6,13.55,0,12
21.06.1988,19.8,12.2,16,0.8,12.1
22.06.1988,18.5,10.4,14.45,3.9,12.2
23.06.1988,14.5,7.8,11.15,0.2,12.8
24.06.1988,15.7,11.8,13.75,0,12.6
25.06.1988,17,12.6,14.8,0,12
26.06.1988,20.5,11.6,16.05,0,12.1
27.06.1988,21.4,14.4,17.9,2.7,11.6
28.06.1988,25.2,10.5,17.85,2.2,12.5
29.06.1988,25,13.8,19.4,2.9,12.3
30.06.1988,25.6,12.4,19,2.4,12.6
01.07.1988,22.6,15.4,19,7.2,12.5
02.07.1988,19,8.9,13.95,1.7,13.9
03.07.1988,19,13.4,16.2,0.5,12.7
04.07.1988,23.1,13.9,18.5,0.5,12
