date,tmax,tmin,tmean,Prec,Q
#,°C,°C,°C,mm/day,m³/s
02.02.1984,7.2,1.8,4.5,1.5,49.5
03.02.1984,5.7,2.8,4.25,9.4,62.3
04.02.1984,6.2,3.4,4.8,0.8,90.5
05.02.1984,8.8,2.6,5.7,4.4,108
06.02.1984,5.2,-0.9,2.15,41.2,101
07.02.1984,7.2,0.1,3.65,2.5,162
08.02.1984,3.2,0.7,1.95,9.2,360
09.02.1984,2.8,0.4,1.6,1.1,249
10.02.1984,2.4,-2.9,-0.25,1.4,158
11.02.1984,5.2,0.6,2.9,0.9,99.3
12.02.1984,2.9,-3.3,-0.2,0,80.3
13.02.1984,2.2,-3.2,-0.5,0,66.2
14.02.1984,4.6,-4.3,0.15,0,54.4
15.02.1984,3.8,-3.8,0,0,46
16.02.1984,0.6,-7.7,-3.55,0,41.2
17.02.1984,1.7,-10.3,-4.3,0,36.5
18.02.1984,-0.4,-10.2,-5.3,0,32.7
19.02.1984,1.2,-8.8,-3.8,0,30.5
20.02.1984,4.2,-6.6,-1.2,0.1,28.4
21.02.1984,5.8,-3.7,1.05,1.7,26.9
22.02.1984,2.6,-0.6,1,1.1,26.2
23.02.1984,2.2,-1.1,0.55,0,25.9
24.02.1984,2.2,-1.1,0.55,0,24.7
25.02.1984,2,-0.7,0.65,1.2,24.1
26.02.1984,5.1,-0.5,2.3,0.4,22.9
27.02.1984,3.8,-0.1,1.85,1.9,22.7
28.02.1984,5,-1.9,1.55,0,23.1
29.02.1984,7.6,-5.2,1.2,0,21.8
01.03.1984,7.2,-4.9,1.15,0,20.6
02.03.1984,3.7,-4.6,-0.45,3.9,20.1
03.03.1984,2.9,-0.5,1.2,0.4,20.8
04.03.1984,2.1,-5.2,-1.55,0,21.1
05.03.1984,3,-1.2,0.9,0.1,19.9
06.03.1984,9.2,1.6,5.4,0.1,19.1
07.03.1984,6.4,2.1,4.25,0.2,19
08.03.1984,6.2,-1.7,2.25,0.7,20.9
09.03.1984,4.2,-5.6,-0.7,0.1,21.2
10.03.1984,3.6,-7.5,-1.95,0,19.6
11.03.1984,7.2,-6.3,0.45,0,18.4
12.03.1984,6.7,-5.2,0.75,0,17.7
13.03.1984,6,-0.7,2.65,0,17.2
14.03.1984,8,-0.8,3.6,0,17
15.03.1984,11.2,-3.5,3.85,0,17
16.03.1984,6.3,-3.3,1.5,0,17.2
17.03.1984,7.6,-0.5,3.55,0,18
18.03.1984,6,-2.6,1.7,0,17.7
19.03.1984,6.2,-3.6,1.3,0,17.7
20.03.1984,7.4,-6.7,0.35,0,17.8
21.03.1984,11,-6,2.5,0,17.3
22.03.1984,11.4,-4.5,3.45,0,17.4
23.03.1984,12.6,-5,3.8,0,17.2
24.03.1984,12.2,-3.5,4.35,1.5,17.5
25.03.1984,9.6,2.4,6,1.2,17.2
26.03.1984,11.9,-0.6,5.65,1.8,18.6
27.03.1984,10.4,3.9,7.15,6.5,19.6
28.03.1984,12.2,6.2,9.2,3.1,23.4
29.03.1984,10.9,4.6,7.75,2,31.2
30.03.1984,8.1,-0.6,3.75,0.4,39
31.03.1984,7.8,-2.9,2.45,4.2,32.9
01.04.1984,3.2,0.3,1.75,12.5,29.7
02.04.1984,2.1,-0.6,0.75,9.4,34.7
03.04.1984,2,-0.8,0.6,1.5,40.7
04.04.1984,3.2,-0.7,1.25,2.8,36.7
05.04.1984,6.8,-0.9,2.95,0.5,35.8
06.04.1984,6.9,-1.5,2.7,0.9,38.5
07.04.1984,6.9,0.7,3.8,0.1,40.7
08.04.1984,9.7,1.6,5.65,0.1,42.9
09.04.1984,8.7,1.9,5.3,0.8,43.1
10.04.1984,10.9,1.5,6.2,0,42.2
11.04.1984,11.2,4.4,7.8,0,38.8
12.04.1984,6.2,1.4,3.8,2,36.1
13.04.1984,13.8,-0.3,6.75,0,35
14.04.1984,17.7,-1.1,8.3,0,32.7
15.04.1984,20.7,1.7,11.2,0.7,30.7
16.04.1984,15.3,4.5,9.9,3,31.1
17.04.1984,9.6,1.5,5.55,0,31.4
18.04.1984,13,-2.5,5.25,0,27.8
19.04.1984,15.6,-2.3,6.65,0,25.5
20.04.1984,16.6,-1.1,7.75,0,23.8
21.04.1984,21,0.9,10.95,0,22.9
22.04.1984,24.2,4,14.1,0,22.2
23.04.1984,20.2,5,12.6,0,21.8
24.04.1984,19.2,2.3,10.75,0,20.8
25.04.1984,19.9,1.1,10.5,0,20
26.04.1984,19.3,1.9,10.6,0,19.4
27.04.1984,14.8,-1.6,6.6,0,18.4
28.04.1984,10.7,-1.9,4.4,0,18.2
29.04.1984,13.9,-1.8,6.05,0,17.7
30.04.1984,13.2,0.5,6.85,5.1,17.4
01.05.1984,9.3,5.4,7.35,2.2,18.8
02.05.1984,18.7,1.7,10.2,0.6,16.8
03.05.1984,13.2,7.2,10.2,0.6,16.3
04.05.1984,19.2,6.7,12.95,0.1,15.9
05.05.1984,21,9.5,15.25,1.6,15.6
06.05.1984,17.1,12.1,14.6,0.3,15.4
07.05.1984,12.8,3.7,8.25,0.3,14.9
08.05.1984,10.8,1.9,6.35,0.8,14.9
09.05.1984,11,0.2,5.6,0,14.7
10.05.1984,10.2,1.2,5.7,0.4,14.3
11.05.1984,12.3,2.8,7.55,1.9,14.1
12.05.1984,9.2,5.8,7.5,6,14
13.05.1984,9.3,5.3,7.3,3.8,15
14.05.1984,14.2,6.2,10.2,7.4,17.3
15.05.1984,15.2,8.4,11.8,0.1,18.2
16.05.1984,21.7,4.5,13.1,6.8,18
17.05.1984,17.6,9.8,13.7,1.5,18.5
18.05.1984,20.6,6.1,13.35,0.1,17.9
19.05.1984,23.5,5.8,14.65,12.2,16.5
20.05.1984,19.4,9.9,14.65,2.7,17
21.05.1984,15.4,9.2,12.3,33.8,25.5
22.05.1984,15.1,7.7,11.4,1,57.4
23.05.1984,16.6,6.4,11.5,18.2,82.6
24.05.1984,11.9,8.5,10.2,6.3,61.5
25.05.1984,15.3,8.9,12.1,9.4,100
26.05.1984,16.7,9.2,12.95,3.8,123
27.05.1984,14.8,9.1,11.95,17.2,108
28.05.1984,11.2,8.3,9.75,19.1,126
29.05.1984,12.6,7.6,10.1,15.9,171
30.05.1984,12.6,7.6,10.1,6.9,211
31.05.1984,18,3.2,10.6,1.5,224
01.06.1984,20.2,8.6,14.4,1.4,214
02.06.1984,20.8,10.3,15.55,0.9,191
03.06.1984,26.7,14.2,20.45,0,111
04.06.1984,19.7,10.1,14.9,0.4,76.1
05.06.1984,19,7.9,13.45,8.7,62.7
06.06.1984,12.4,10.2,11.3,8.2,56.5
07.06.1984,16.8,8.5,12.65,0.6,66.1
08.06.1984,19.1,10.2,14.65,14.2,63.6
09.06.1984,14.7,9.8,12.25,0,65.9
10.06.1984,20.7,9.7,15.2,1,82
11.06.1984,17.2,9.2,13.2,0,56.6
12.06.1984,20.3,4.4,12.35,0,44.3
13.06.1984,22.4,8.3,15.35,0,39
14.06.1984,17.3,11.3,14.3,4,35.4
15.06.1984,15,10.3,12.65,0.1,34.5
16.06.1984,13.7,10.5,12.1,0,32.3
17.06.1984,17.7,10.1,13.9,0,29.6
18.06.1984,21.3,9.6,15.45,0,27.9
19.06.1984,25.1,6,15.55,0,25.8
20.06.1984,28.1,9.5,18.8,0.5,23.7
21.06.1984,25,16.2,20.6,4.7,22.8
22.06.1984,20.7,10.4,15.55,5.7,24
23.06.1984,17.1,10.4,13.75,0.1,23.7
24.06.1984,13.8,8.5,11.15,0.1,22.9
25.06.1984,14.4,9.1,11.75,5.7,21.1
26.06.1984,14.6,10.5,12.55,0.1,21.6
27.06.1984,22.4,10.1,16.25,0.2,21.2
28.06.1984,17,11.6,14.3,3.1,19.3
29.06.1984,14.1,8.5,11.3,0.9,19.1
30.06.1984,16.7,6.5,11.6,1.8,18.8
01.07.1984,19.2,3.6,11.4,0.9,18.2
02.07.1984,18.7,7.6,13.15,8.4,18.4
03.07.1984,12.5,9.1,10.8,5.6,19.7
04.07.1984,13.8,9.2,11.5,0.4,21.9
05.07.1984,15.3,10,12.65,0,19.8
06.07.1984,17.2,10.5,13.85,0,17.9
07.07.1984,23.2,6.8,15,0,17
08.07.1984,26,9.1,17.55,0,16.2
09.07.1984,30,8.9,19.45,0,15.1
10.07.1984,32.6,15.3,23.95,0,14.9
11.07.1984,33.5,16.6,25.05,8,14.2
12.07.1984,24.4,16.4,20.4,0.4,15.4
13.07.1984,20,11.9,15.95,2.7,15
14.07.1984,16.3,12.7,14.5,13.6,15
15.07.1984,16.8,12.9,14.85,17.4,16.8
16.07.1984,16.2,11.3,13.75,4.4,32.2
17.07.1984,14.2,9.9,12.05,0.6,32
18.07.1984,13.8,11.1,12.45,4.9,26.4
19.07.1984,17.3,12,14.65,0.4,22.9
20.07.1984,15.6,11.1,13.35,0,21.5
21.07.1984,17.5,12.1,14.8,0,20.3
22.07.1984,18.1,10.3,14.2,0,18.6
23.07.1984,19.5,8.5,14,0,16.8
24.07.1984,23,7.3,15.15,0,16.1
25.07.1984,23.9,7.3,15.6,0,15.5
26.07.1984,15.9,12.6,14.25,1.8,14.4
27.07.1984,17.4,11.8,14.6,5.6,14.2
28.07.1984,16.6,12.9,14.75,2,14.5
29.07.1984,26.6,15.8,21.2,0,15.2
30.07.1984,29.4,8.2,18.8,1.2,14.9
31.07.1984,30,16.8,23.4,6.3,14.6
01.08.1984,20.8,15.1,17.95,8.3,14.4
02.08.1984,22.5,13.3,17.9,0.4,18.2
03.08.1984,27.2,15.1,21.15,0.5,16.2
04.08.1984,21.8,15.3,18.55,3.4,14.2
05.08.1984,22.1,14.4,18.25,1.6,13.7
06.08.1984,19.8,10.7,15.25,1.7,14.4
07.08.1984,20.7,8.5,14.6,0,14.1
08.08.1984,22.1,11.4,16.75,0,14
09.08.1984,17.6,12.9,15.25,0.9,13.2
10.08.1984,17.2,15.2,16.2,6.2,13
11.08.1984,15.4,13.6,14.5,5.6,13.7
12.08.1984,21.7,13.7,17.7,0.5,15.3
13.08.1984,22.2,9.5,15.85,0.1,16.5
14.08.1984,24.3,10.4,17.35,1.2,14.9
15.08.1984,21.2,13,17.1,0,13.6
16.08.1984,21.2,11.2,16.2,0.7,13
17.08.1984,21.9,9,15.45,0,12.6
18.08.1984,22,9.2,15.6,0,12.8
19.08.1984,24.8,12.9,18.85,0,12.3
20.08.1984,25.5,10.8,18.15,0,12.3
21.08.1984,26,11.2,18.6,0,11.6
22.08.1984,26.5,11.2,18.85,0,11.9
23.08.1984,27.8,10.1,18.95,0,11.6
24.08.1984,27,10.1,18.55,1.3,11.1
25.08.1984,22.3,16.4,19.35,14.1,11.6
26.08.1984,22.4,15,18.7,0.5,11.7
27.08.1984,22.6,11.4,17,0,26.9
28.08.1984,23.5,11.1,17.3,0,15.8
29.08.1984,24.2,9.5,16.85,0,13.5
30.08.1984,23.2,12.6,17.9,0,12.3
31.08.1984,22.2,13.4,17.8,0,11.4
01.09.1984,24.4,15.5,19.95,0,11.3
02.09.1984,24.1,14.2,19.15,0,11.4
03.09.1984,23.7,13.3,18.5,0,11
04.09.1984,19.8,15.2,17.5,7.3,11.1
05.09.1984,16.1,8.4,12.25,0.4,11.5
06.09.1984,11.1,5.6,8.35,21.2,13.2
07.09.1984,11.1,8.8,9.95,6.9,19.6
08.09.1984,11.5,8.9,10.2,15.2,17.8
09.09.1984,12.8,9.6,11.2,21.9,24.5
10.09.1984,12.2,9.7,10.95,8.8,51.5
11.09.1984,13.2,9.8,11.5,12.4,72.6
12.09.1984,14.1,10.8,12.45,2.4,54.2
13.09.1984,18.5,10.4,14.45,0.4,56.9
14.09.1984,22,9.6,15.8,5.5,42.5
15.09.1984,17.1,12.4,14.75,2.3,36.1
16.09.1984,14.9,12.7,13.8,0.1,34
17.09.1984,14.2,9.2,11.7,0.4,30.9
18.09.1984,16.4,9.7,13.05,0.1,27.7
19.09.1984,15.5,6.2,10.85,2.6,25
20.09.1984,15,10.5,12.75,0.2,23.1
21.09.1984,18.3,10,14.15,3,21.9
22.09.1984,14.2,6.6,10.4,2.9,21.5
23.09.1984,11.6,7,9.3,4.2,21.4
24.09.1984,11.9,8.1,10,3,21.5
25.09.1984,12.2,7.4,9.8,4.7,22.9
26.09.1984,10.6,8.6,9.6,5.9,25
27.09.1984,15.6,6.7,11.15,0,29.1
28.09.1984,15.8,5.2,10.5,0,30.8
29.09.1984,19.7,6,12.85,3.3,25
30.09.1984,18,10.7,14.35,0.7,23
01.10.1984,20.3,11.4,15.85,4.6,22.5
02.10.1984,15.8,8.5,12.15,0.7,22
03.10.1984,14.4,5.7,10.05,1.3,22.4
04.10.1984,15.1,7.4,11.25,7.7,22.6
05.10.1984,15.9,9.3,12.6,4.2,23
06.10.1984,13.6,9.4,11.5,1.3,27.2
07.10.1984,13.2,6.3,9.75,2.9,26.3
08.10.1984,14,9.1,11.55,1.7,25.9
09.10.1984,16.8,11.4,14.1,4.4,24.1
10.10.1984,15.4,11.9,13.65,1.4,27.6
11.10.1984,16.7,9.7,13.2,0,30.3
12.10.1984,14.1,6.8,10.45,0.2,28.9
13.10.1984,13.5,6.2,9.85,0,25.8
14.10.1984,13.2,5.5,9.35,0,23.7
15.10.1984,16.1,6.9,11.5,0,22.2
16.10.1984,14.2,5.9,10.05,0,20.9
17.10.1984,17.4,3.7,10.55,0,20.1
18.10.1984,16.7,10.2,13.45,5,19.1
19.10.1984,16.3,11.6,13.95,2.2,19
20.10.1984,15.5,8.3,11.9,4.1,21.4
21.10.1984,11.2,7.2,9.2,0.1,20.9
22.10.1984,10.6,1.5,6.05,4.8,21
23.10.1984,15.2,10.4,12.8,3.6,20.6
24.10.1984,13,7.5,10.25,0.2,23
25.10.1984,16.6,7.3,11.95,5,24.5
26.10.1984,14.7,4.5,9.6,6.6,25.5
27.10.1984,12.2,2.3,7.25,0.5,31
28.10.1984,9.8,-0.7,4.55,0,31.3
29.10.1984,11.3,3,7.15,0.1,25.9
30.10.1984,17,6.3,11.65,0,23.4
31.10.1984,9.8,1.3,5.55,0,22
01.11.1984,10.6,1.9,6.25,0.1,20.1
02.11.1984,7.4,1,4.2,0,19.6
03.11.1984,6.9,3.8,5.35,0,19.3
04.11.1984,6.8,5.4,6.1,0,18.9
05.11.1984,10.4,5.3,7.85,0,18.3
06.11.1984,12.2,3.3,7.75,0,17.9
07.11.1984,9.8,0.7,5.25,0,17.8
08.11.1984,10.6,2.2,6.4,0,17.2
09.11.1984,11.1,3.4,7.25,0,16.7
10.11.1984,10.4,6.6,8.5,0,16
11.11.1984,13.2,6.2,9.7,0,15.9
12.11.1984,11,1.1,6.05,0,15.8
13.11.1984,11,0.1,5.55,0,15
14.11.1984,8.6,-3.1,2.75,0,14.9
15.11.1984,2.5,-1.8,0.35,0.1,14.3
16.11.1984,3.1,-1,1.05,3.4,15
17.11.1984,2.8,0.5,1.65,2.3,14.5
18.11.1984,6.2,1.6,3.9,0.1,15.9
19.11.1984,4.1,1.7,2.9,0,15.5
20.11.1984,4.3,1.9,3.1,1,15.1
21.11.1984,7,3.6,5.3,5.5,15
22.11.1984,13.5,6.4,9.95,40.4,15.8
23.11.1984,14,8.7,11.35,15.9,75.6
24.11.1984,14.7,8,11.35,9.7,140
25.11.1984,10.3,8.3,9.3,1.6,197
26.11.1984,10.3,5.3,7.8,0.1,195
27.11.1984,7.6,2.1,4.85,0,120
28.11.1984,8.4,0.7,4.55,0,65.9
29.11.1984,9.6,1.5,5.55,0,53.2
30.11.1984,6.8,-2.3,2.25,0,46
01.12.1984,4.2,-2.5,0.85,0,39.9
02.12.1984,0.9,-4.1,-1.6,0,36.7
03.12.1984,3.2,-2.1,0.55,0,33.5
04.12.1984,3.5,1.5,2.5,0,31.5
05.12.1984,4.6,2.4,3.5,0,29.8
06.12.1984,4.7,1.5,3.1,0,27.9
07.12.1984,4.1,0.5,2.3,0,26.2
08.12.1984,5.8,2.1,3.95,0.3,25.3
09.12.1984,6.1,4.6,5.35,1.4,23.4
10.12.1984,6.7,2.2,4.45,0.1,23.3
11.12.1984,7,5.3,6.15,0,23.1
12.12.1984,7.5,2.2,4.85,0,21.9
13.12.1984,3.6,-0.4,1.6,0,21.6
14.12.1984,2,-0.9,0.55,5.3,21.1
15.12.1984,4.8,0.5,2.65,0.1,21.8
16.12.1984,4.6,2.3,3.45,4,22.8
17.12.1984,4.2,1.5,2.85,5.1,22
18.12.1984,6.2,2.1,4.15,7.4,25.8
19.12.1984,4,-2.1,0.95,1.2,39.5
20.12.1984,7.3,3.6,5.45,8.2,40.5
21.12.1984,7.4,2.5,4.95,2.1,42.7
22.12.1984,4.3,-1.2,1.55,0,62.6
23.12.1984,4.6,-2.7,0.95,0,45.9
24.12.1984,6.7,-1.1,2.8,0,37.2
25.12.1984,1.3,-3.1,-0.9,0.8,33.7
26.12.1984,3.7,-1.2,1.25,0.1,30.9
27.12.1984,2.8,0.5,1.65,0,29.6
28.12.1984,1,-1.9,-0.45,0,27.7
29.12.1984,-0.9,-3.9,-2.4,0.2,26.5
30.12.1984,-0.2,-3.5,-1.85,0,24.7
31.12.1984,-1.2,-8.2,-4.7,2,23.7
01.01.1985,2,-3,-0.5,11.1,22.5
02.01.1985,0.6,-5.8,-2.6,1.8,22.3
03.01.1985,-3.5,-6.5,-5,2.7,22
04.01.1985,-6,-12.1,-9.05,1,21.2
05.01.1985,-7.3,-9.7,-8.5,0.5,18.3
06.01.1985,-9.2,-14.1,-11.65,1.8,17.6
07.01.1985,-8.6,-16.9,-12.75,0.4,17.7
08.01.1985,-8.3,-16.9,-12.6,1.1,19
09.01.1985,-7.2,-15.1,-11.15,0.8,19.7
10.01.1985,-6.1,-10.6,-8.35,0.3,18
11.01.1985,-7.6,-14.3,-10.95,2.2,19.6
12.01.1985,-4.6,-11.3,-7.95,1.7,18.8
13.01.1985,-7.5,-14.6,-11.05,0.2,18.2
14.01.1985,-7.4,-15,-11.2,0.5,16.7
15.01.1985,-5.8,-12.5,-9.15,0,16.8
16.01.1985,-5.1,-13.2,-9.15,0,17.9
17.01.1985,-6.4,-14.7,-10.55,0,18.1
18.01.1985,-6.6,-16.5,-11.55,0,17.5
19.01.1985,-7.7,-17.2,-12.45,1.4,17.5
20.01.1985,-3.1,-8.2,-5.65,1,18.1
21.01.1985,4.2,-3.5,0.35,1.5,18.5
22.01.1985,8.2,4,6.1,3.1,23
23.01.1985,7.7,-0.5,3.6,0.4,72.6
24.01.1985,2.2,-1.5,0.35,1.3,74.5
25.01.1985,2.8,0.3,1.55,6,73.6
26.01.1985,6.5,0.4,3.45,3.2,80.4
27.01.1985,1.7,-5.2,-1.75,0.2,76
28.01.1985,0.8,-8.1,-3.65,0,52.6
29.01.1985,4.8,-3.9,0.45,3.2,34
30.01.1985,8.5,0.3,4.4,0.8,31.4
31.01.1985,7.7,-0.3,3.7,4.1,46.1
01.02.1985,10.5,3.8,7.15,2.8,63.2
02.02.1985,9.7,6.8,8.25,0.6,85
03.02.1985,6.8,-3.3,1.75,0,95.7
04.02.1985,5.9,-4.4,0.75,0,63.5
05.02.1985,7.7,-6.1,0.8,0,48.7
06.02.1985,4.7,-4.6,0.05,0.3,42.4
07.02.1985,3.1,-5,-0.95,0,38.2
08.02.1985,-2.3,-5.7,-4,10,34.7
09.02.1985,-4.8,-7,-5.9,3.1,32.3
10.02.1985,-4.7,-15.1,-9.9,0,29.4
11.02.1985,-7.1,-13.1,-10.1,0,27.5
12.02.1985,-5.6,-16.6,-11.1,0,22.4
13.02.1985,-1.4,-18,-9.7,0,23.1
14.02.1985,-1.8,-15.1,-8.45,0.1,24.6
15.02.1985,-5,-12,-8.5,0,24.4
16.02.1985,1.7,-8,-3.15,0,23.6
17.02.1985,2.6,-7.2,-2.3,0,22.7
18.02.1985,-2.1,-13.3,-7.7,0,21.7
19.02.1985,-1.2,-17.5,-9.35,0,19.9
20.02.1985,-0.4,-17.8,-9.1,0,18.6
21.02.1985,0.7,-3.6,-1.45,0.1,19.1
22.02.1985,0.8,-2.1,-0.65,0.1,18.8
23.02.1985,4.2,-7.6,-1.7,0.2,18.8
24.02.1985,9.9,-0.4,4.75,0,18.6
25.02.1985,9.6,-4.1,2.75,0,19.6
26.02.1985,8.2,-1.7,3.25,0,19.5
27.02.1985,9.8,-1.7,4.05,0,19.9
28.02.1985,2.2,-1.5,0.35,0,22.6
01.03.1985,8.1,0.5,4.3,1.3,22.2
02.03.1985,7.4,2.7,5.05,1,23
03.03.1985,10.1,2.4,6.25,0,24.3
04.03.1985,9.8,2.9,6.35,0,24.8
05.03.1985,9.1,2.5,5.8,0.5,24.1
06.03.1985,6.8,3.7,5.25,0,23.2
07.03.1985,4.6,2.7,3.65,0,22.8
08.03.1985,7.6,1.5,4.55,0,21.8
09.03.1985,7.1,-0.6,3.25,0,20.9
10.03.1985,3.3,-1.1,1.1,0.1,19.8
11.03.1985,3.6,-0.5,1.55,0.3,19
12.03.1985,9.1,-3.7,2.7,0,18.5
13.03.1985,9.3,-4.5,2.4,0,18.2
14.03.1985,4,-3.9,0.05,2.7,17.8
15.03.1985,3.7,-0.9,1.4,3.3,17.8
16.03.1985,3.9,-1.2,1.35,3.9,18.1
17.03.1985,2.2,-0.2,1,2.9,20.4
18.03.1985,0.2,-1.9,-0.85,4.6,20.8
19.03.1985,2.8,-2.1,0.35,0.4,20.1
20.03.1985,4.2,0.4,2.3,0,19.9
21.03.1985,9.6,-2.7,3.45,0,20
22.03.1985,11.2,-1.1,5.05,0,20.8
23.03.1985,11,-0.6,5.2,0.1,22.5
24.03.1985,8.1,-0.7,3.7,1,24.8
25.03.1985,10.6,-1.1,4.75,0.6,25.4
26.03.1985,10.8,5.6,8.2,8.8,25.1
27.03.1985,8.2,2.7,5.45,7.4,35.8
28.03.1985,6.4,0,3.2,1.7,57.3
29.03.1985,5.3,1.2,3.25,0.9,49.2
30.03.1985,11.8,5.2,8.5,2,39.4
31.03.1985,11.7,8.1,9.9,3.6,35.1
01.04.1985,14.2,5.3,9.75,2.8,41.1
02.04.1985,13.4,8,10.7,0.3,44.9
03.04.1985,18.7,8.1,13.4,0,39.1
04.04.1985,23.6,5.6,14.6,0,34.1
05.04.1985,20.3,9.6,14.95,5.6,31.1
06.04.1985,16.1,9.6,12.85,3.1,30.1
07.04.1985,14.6,7.5,11.05,3.9,31.1
08.04.1985,14.6,7.7,11.15,0.9,31.5
09.04.1985,12.5,4.7,8.6,0.9,32.9
10.04.1985,13.1,0.3,6.7,1.3,29.8
11.04.1985,11.6,4.3,7.95,3.6,27.8
12.04.1985,9,4.9,6.95,5.9,27.1
13.04.1985,13.3,3.5,8.4,5.3,29.5
14.04.1985,8.6,4.2,6.4,2.8,40.5
15.04.1985,9.5,4.1,6.8,4.3,47.3
16.04.1985,7.8,3.3,5.55,1.5,45.5
17.04.1985,15.7,-0.5,7.6,0,38.8
18.04.1985,18.4,-0.6,8.9,0,34.7
19.04.1985,18.7,1.1,9.9,0,30.9
20.04.1985,18.7,2,10.35,0,28.2
21.04.1985,19.5,2.8,11.15,0,27.4
22.04.1985,18.2,4.9,11.55,0,25.9
23.04.1985,9.2,2.5,5.85,0.2,24.7
24.04.1985,9.7,-0.2,4.75,0,23.8
25.04.1985,6.2,-0.3,2.95,1,22.7
26.04.1985,7.6,-3.8,1.9,0.5,22.5
27.04.1985,6.2,-1,2.6,9,22.2
28.04.1985,7.9,-0.2,3.85,2.9,23.8
29.04.1985,7.8,0.8,4.3,0.9,26.7
30.04.1985,10.8,1.9,6.35,0.7,23.9
01.05.1985,11.8,4.8,8.3,2.1,22.8
02.05.1985,8.1,3.9,6,4.3,22
03.05.1985,7.9,2.6,5.25,0.7,23.2
04.05.1985,9.8,1.5,5.65,0.7,23.1
05.05.1985,13.5,4,8.75,0,22.6
06.05.1985,17.5,6.8,12.15,0,22
07.05.1985,20.8,9.9,15.35,0.1,21.1
08.05.1985,19.4,9.8,14.6,1,20.5
09.05.1985,19.5,7.1,13.3,4.6,20.5
10.05.1985,15.6,9.7,12.65,0.2,20.5
11.05.1985,20,6.9,13.45,3.6,21.4
12.05.1985,22.1,8,15.05,3.7,22.9
13.05.1985,23.9,11.9,17.9,0,23.6
14.05.1985,19.8,11.4,15.6,0,20.9
15.05.1985,19.5,5.4,12.45,2.1,19.8
16.05.1985,23.3,8.1,15.7,0,19.2
17.05.1985,21.7,7.3,14.5,0,18.9
18.05.1985,22.3,7.3,14.8,0,18.2
19.05.1985,23.5,11.8,17.65,2.6,17.9
20.05.1985,23.8,12.1,17.95,4.3,17.8
21.05.1985,23.1,12.1,17.6,16.9,19.4
22.05.1985,13.2,10.2,11.7,14.3,29.2
23.05.1985,15,9.9,12.45,2.3,44.4
24.05.1985,18.9,9.2,14.05,0,39.8
25.05.1985,24.6,6.4,15.5,0,31.3
26.05.1985,27.9,9.5,18.7,0,25.9
27.05.1985,28.9,12.2,20.55,2.6,23
28.05.1985,22.1,14.8,18.45,23.5,26
29.05.1985,15.1,12,13.55,4.5,62.3
30.05.1985,20.7,10.8,15.75,0,40.8
31.05.1985,23.3,5.9,14.6,0,34.2
01.06.1985,22.8,11.8,17.3,0,26.7
02.06.1985,25,9.3,17.15,0,23.1
03.06.1985,25,6.6,15.8,0,21.2
04.06.1985,26.5,8.8,17.65,0,19.5
05.06.1985,24.2,13.1,18.65,10.6,18.8
06.06.1985,22.7,14.3,18.5,4.8,21.5
07.06.1985,19.7,14.8,17.25,3.1,24.7
08.06.1985,15.8,8,11.9,4.2,21.4
09.06.1985,13.2,6.4,9.8,7.6,21
10.06.1985,12.8,7.5,10.15,3.8,21
11.06.1985,14.8,9.3,12.05,4.2,24.4
12.06.1985,16,8.4,12.2,7.4,25.1
13.06.1985,11.8,8.4,10.1,5,26.7
14.06.1985,14.5,5.6,10.05,2.4,30.8
15.06.1985,13.8,7.8,10.8,0.2,28.2
16.06.1985,14.1,2.9,8.5,0.2,24.5
17.06.1985,12.2,6.9,9.55,0.2,21.9
18.06.1985,17.2,4.7,10.95,0.1,20.7
19.06.1985,19.5,8.5,14,4.3,19.7
20.06.1985,15.7,11.6,13.65,19.6,20.2
21.06.1985,18.6,11.4,15,1.9,32.4
22.06.1985,20,12.2,16.1,2.1,43.1
23.06.1985,17.6,8.4,13,0.3,31.1
24.06.1985,19.4,7.4,13.4,5.5,26.4
25.06.1985,15,11.3,13.15,5.4,24.9
26.06.1985,14,7.5,10.75,11.2,27
27.06.1985,17.6,10,13.8,2.5,37.3
28.06.1985,15.1,10.7,12.9,2.2,40.6
29.06.1985,16.3,11.2,13.75,0.7,33.5
30.06.1985,22,12.1,17.05,0,31.3
01.07.1985,19.6,10.6,15.1,17.8,27.3
02.07.1985,19.9,11.7,15.8,0,35.7
03.07.1985,24.2,7.4,15.8,0,49
04.07.1985,25.7,10.2,17.95,0,32.1
05.07.1985,26.5,11.8,19.15,0,26.3
06.07.1985,26.1,12.2,19.15,9.9,24
07.07.1985,20,8.4,14.2,0,30.5
08.07.1985,15.1,7.7,11.4,1.9,25.5
09.07.1985,16.3,11.2,13.75,3.6,22.5
10.07.1985,16,11.9,13.95,0.5,21.7
11.07.1985,20.1,12.2,16.15,0.1,22.1
12.07.1985,23,10.6,16.8,0,20.6
13.07.1985,26.7,9.9,18.3,0,19
14.07.1985,30.6,11.4,21,0.9,18
15.07.1985,23.2,15.4,19.3,0,17.3
16.07.1985,24.8,10.5,17.65,0,16.5
17.07.1985,22.9,10.3,16.6,0,16.1
18.07.1985,26.2,9.7,17.95,7.2,15.4
19.07.1985,20.7,15.2,17.95,2.2,16.3
20.07.1985,20.8,11.9,16.35,3.1,18.9
21.07.1985,17.7,9.1,13.4,3.3,17.7
22.07.1985,19.2,7.9,13.55,5.8,17.9
23.07.1985,19.6,13.5,16.55,0,18.6
